,book_id,title,format,authors,size,publicationYear,genres
1769843,4766.0,"Gone (Gone, #1)",Hardcover,1599723,560,2008,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
1770471,41207.0,The Story of Art,Hardcover,167112,688,1995,"non-fiction,history,historical fiction,biography"
1771288,1524.0,"Fifty Shades Freed (Fifty Shades, #3)",Paperback,4725841,579,2012,"fiction,romance,fantasy,paranormal"
1771345,5436.0,"Hopeless (Hopeless, #1)",ebook,5430144,410,2012,"romance,young-adult,fiction,mystery,thriller,crime"
1771951,15396.0,"The Bourne Identity (Jason Bourne, #1)",Paperback,5293,566,2005,"fiction,mystery,thriller,crime"
1773177,8424.0,"The Silence of the Lambs  (Hannibal Lecter, #2)",Paperback,12455,338,2002,"fiction,mystery,thriller,crime"
1776146,17400.0,"Assassin's Apprentice (Farseer Trilogy, #1)",Mass Market Paperback,25307,460,1996,"fantasy,paranormal,fiction"
1776651,13271.0,American Gods,Kindle Edition,1221698,635,2011,"fantasy,paranormal,fiction,mystery,thriller,crime"
1790526,1273.0,A Little Life,Hardcover,6571447,720,2015,"fiction,romance"
1790708,7396.0,Emma,Paperback,"1265,3487324",474,2003,"fiction,romance,history,historical fiction,biography"
1790868,140482.0,Dom Casmurro,Paperback,22458,176,2005,"fiction,romance,history,historical fiction,biography"
1791473,18288.0,"Reached (Matched, #3)",Hardcover,1304470,512,2012,"fiction,fantasy,paranormal,young-adult,romance"
1793335,20811.0,Memories of My Melancholy Whores,Mass Market Paperback,"13450,2599",115,2006,"romance,fiction,history,historical fiction,biography"
1794294,968.0,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",Hardcover,"1077326,2927",341,1999,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1794591,1067.0,Gone Girl,Paperback,2383,415,2014,"mystery,thriller,crime,fiction,romance"
1795146,1435.0,A Visit from the Goon Squad,Hardcover,49625,288,2010,fiction
1795371,7173.0,The Glass Castle,Paperback,3275,288,2006,"non-fiction,history,historical fiction,biography,fiction,comics,graphic,young-adult"
1797524,16136.0,Dreamland,Paperback,2987,250,2004,"young-adult,romance,fiction"
1800517,50820.0,"An Ember in the Ashes (An Ember in the Ashes, #1)",Paperback,7770873,446,2016,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography"
1802467,3603.0,"In the Woods (Dublin Murder Squad, #1)",Hardcover,138825,429,2007,"mystery,thriller,crime,fiction"
1802540,14716.0,The Longest Ride,Hardcover,2345,398,2013,"romance,fiction,young-adult"
1803518,13452.0,A Christmas Carol,Paperback,239579,104,1999,"fiction,fantasy,paranormal,history,historical fiction,biography,children,young-adult"
1805268,19291.0,"Dark Visions (Dark Visions, #1-3)",Paperback,50873,732,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1806636,441.0,The Adventures of Sherlock Holmes,Paperback,2448,339,1998,"mystery,thriller,crime,fiction,history,historical fiction,biography,young-adult"
1809599,77589.0,Alice's Adventures in Wonderland,Kindle Edition,"8164,180439",96,1997,"fantasy,paranormal,fiction,children,young-adult,poetry"
1810151,5291.0,"Tiger's Quest (The Tiger Saga, #2)",Hardcover,3097905,479,2011,"fantasy,paranormal,young-adult,romance,fiction"
1811377,70302.0,"Laskar Pelangi (Tetralogi Laskar Pelangi, #1)",Paperback,647438,534,2008,"fiction,non-fiction,children,history,historical fiction,biography,romance,young-adult"
1811897,8420.0,"The Walking Dead, Compendium 1",Paperback,12425,1088,2009,"comics,graphic,fiction,fantasy,paranormal,mystery,thriller,crime"
1812079,1371.0,"Stargirl (Stargirl, #1)",Paperback,12696,186,2002,"young-adult,fiction,romance,children"
1813361,76154.0,"Pollyanna (Pollyanna, #1)",Paperback,10673,304,2002,"fiction,children,young-adult,history,historical fiction,biography,romance"
1818897,13114.0,Heart of Darkness,Paperback,3345,188,2003,"fiction,history,historical fiction,biography"
1819363,32279.0,Purple Cow: Transform Your Business by Being Remarkable,Hardcover,1791,160,2003,non-fiction
1819756,207.0,"I Am Pilgrim (Pilgrim, #1)",Hardcover,904939,612,2014,"fiction,mystery,thriller,crime"
1822364,1400.0,Battle Hymn of the Tiger Mother,Hardcover,59966,237,2011,"non-fiction,history,historical fiction,biography,fiction,comics,graphic,children"
1822762,6477.0,"Prodigy (Legend, #2)",Hardcover,4342215,371,2013,"young-adult,romance,fiction,fantasy,paranormal"
1825170,1342.0,In the Time of the Butterflies,Paperback,7277,324,1995,"fiction,history,historical fiction,biography,young-adult,non-fiction,comics,graphic"
1826394,19459.0,"Career of Evil (Cormoran Strike, #3)",Hardcover,"383606,1077326",492,2015,"mystery,thriller,crime,fiction"
1829209,19084.0,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #17)",Paperback,12470,404,2005,"mystery,thriller,crime,fiction"
1832310,12437.0,"The Bronze Horseman (The Bronze Horseman, #1)",Paperback,47499,637,2001,"romance,history,historical fiction,biography,fiction,young-adult"
1833864,1512.0,At the Water's Edge,Hardcover,24556,348,2015,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1834081,1323.0,Nothing to Envy: Ordinary Lives in North Korea,Hardcover,785914,316,2009,"non-fiction,history,historical fiction,biography,comics,graphic"
1834848,14917.0,"The Dream Thieves (The Raven Cycle, #2)",Hardcover,1330292,439,2013,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1834898,19885.0,"2001: A Space Odyssey (Space Odyssey, #1)",Paperback,7779,297,2000,"fiction,fantasy,paranormal"
1835111,6850.0,"Destined (House of Night, #9)",Hardcover,"17015,17010",325,2011,"young-adult,fantasy,paranormal,romance,fiction"
1836604,7428.0,A Room with a View,Paperback,86404,119,2005,"fiction,romance,history,historical fiction,biography"
1838014,17184.0,Four Past Midnight,Paperback,3389,930,1991,"fiction,mystery,thriller,crime,fantasy,paranormal"
1838466,1608.0,The Kitchen House,Paperback,3067074,369,2010,"fiction,history,historical fiction,biography"
1840849,19859.0,Go Ask Alice,Paperback,"69007,5158478",213,2006,"fiction,non-fiction,history,historical fiction,biography,young-adult"
1842669,19340.0,The Bane Chronicles,Hardcover,"150038,836009,10317,5377476",507,2014,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography"
1845203,512.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Hardcover,3064249,246,2010,"non-fiction,history,historical fiction,biography"
1845840,8409.0,The Amityville Horror,Mass Market Paperback,106463,315,1978,"fiction,non-fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
1846943,39456.0,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",Hardcover,21269,240,2004,non-fiction
1847159,14053.0,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Paperback,"600,602",376,2012,non-fiction
1848860,8183.0,"The Deep End of the Ocean (Cappadora Family, #1)",Paperback,3504,464,1999,"fiction,mystery,thriller,crime"
1848866,15477.0,Where the Heart Is,Paperback,3510,376,1998,"fiction,romance,young-adult"
1851097,453.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Hardcover,5869,448,2011,"history,historical fiction,biography,non-fiction,fiction,mystery,thriller,crime"
1855631,1528.0,Fahrenheit 451,Hardcover,1630,227,2013,"fiction,fantasy,paranormal,young-adult"
1857847,134362.0,5 cm,Paperback,700880,381,2005,"fiction,romance,young-adult"
1861248,381.0,The Sisters Brothers,Hardcover,"1041872,4651678",328,2011,"fiction,history,historical fiction,biography,mystery,thriller,crime"
1863539,234117.0,One Indian Girl,Paperback,61124,272,2016,"fiction,romance,young-adult"
1863858,1448.0,Life After Life,Hardcover,10015,531,2013,"fiction,history,historical fiction,biography,fantasy,paranormal"
1864547,18744.0,The Sense of an Ending,Hardcover,1462,150,2011,"fiction,mystery,thriller,crime"
1864880,29906.0,The Princess Saves Herself in this One,Paperback,15225448,156,2016,"poetry,non-fiction,fiction,young-adult,romance"
1866074,23680.0,مخطوطة بن إسحاق: مدينة الموتى,Paperback,3279601,236,2009,"fiction,fantasy,paranormal"
1866612,28611.0,واحة الغروب,Paperback,636118,325,2008,"fiction,history,historical fiction,biography"
1867204,13380.0,Daughter of Fortune,Paperback,"2238,30209",432,2006,"fiction,history,historical fiction,biography,romance"
1867460,32267.0,Tribes: We Need You to Lead Us,Hardcover,1791,151,2008,non-fiction
1869276,21233.0,"The Farthest Shore (Earthsea Cycle, #3)",Paperback,874602,259,2004,"fantasy,paranormal,fiction,young-adult,children"
1869555,11181.0,"Tangled (Tangled, #1)",Kindle Edition,6551005,254,2013,"romance,fiction"
1870276,24850.0,فلتغفري,Paperback,3162181,235,2013,"romance,fiction"
1872647,1211.0,Water for Elephants,Paperback,24556,335,2007,"fiction,history,historical fiction,biography,romance,young-adult"
1873081,12892.0,"Mary Poppins (Mary Poppins, #1)",Hardcover,"6872556,915108",209,2006,"fantasy,paranormal,children,fiction,young-adult,history,historical fiction,biography"
1873529,7890.0,The Racketeer,Hardcover,721,340,2012,"fiction,mystery,thriller,crime"
1873954,20534.0,"Roll of Thunder, Hear My Cry (Logans, #4)",Paperback,26946,288,1991,"fiction,history,historical fiction,biography,young-adult,children"
1875037,23904.0,في قلبي أنثى عبرية,Paperback,6447490,388,2013,"romance,fiction"
1875134,620.0,The Snowball: Warren Buffett and the Business of Life,Hardcover,933665,929,2008,"history,historical fiction,biography,non-fiction,comics,graphic"
1875676,14648.0,Wild: From Lost to Found on the Pacific Crest Trail,Hardcover,155717,315,2012,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1876023,16268.0,"The Field Guide (The Spiderwick Chronicles, #1)",Hardcover,"25422,25421",112,2003,"fantasy,paranormal,children,fiction,young-adult,mystery,thriller,crime"
1876478,5422.0,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Hardcover,3433047,416,2015,"fantasy,paranormal,young-adult,romance,fiction"
1877727,62407.0,Shakespeare's Romeo and Juliet,Hardcover,"2059918,132078",80,2003,"fiction,romance,poetry,children,history,historical fiction,biography,young-adult"
1878688,19044.0,Go the Fuck to Sleep,Hardcover,"17595,4899611",32,2011,"fiction,children,poetry,non-fiction,comics,graphic,young-adult"
1883048,8399.0,Night Shift,Paperback,"3389,24690",409,1979,"fiction,mystery,thriller,crime,fantasy,paranormal"
1883049,13509.0,Christine,Paperback,"3389,5118071",411,2001,"mystery,thriller,crime,fiction,fantasy,paranormal"
1883128,14867.0,Handle with Care,Hardcover,7128,453,2009,"fiction,young-adult"
1883524,19982.0,The Gift of the Magi,Hardcover,"8993,34636",32,2006,"fiction,romance,young-adult,children,history,historical fiction,biography,fantasy,paranormal"
1884948,18797.0,Pippi Longstocking,Mass Market Paperback,"410653,2080877,691655",160,2005,"children,fiction,young-adult,fantasy,paranormal"
1885763,8413.0,"The Good Earth (House of Earth, #1)",Paperback,704,418,2009,"fiction,history,historical fiction,biography,young-adult"
1889734,24324.0,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",Mass Market Paperback,106,256,1979,"fantasy,paranormal,young-adult,fiction,children"
1889735,19071.0,The Jungle Book,Paperback,6989,277,1992,"fiction,children,fantasy,paranormal,young-adult,history,historical fiction,biography"
1890022,63005.0,"One Piece, Volume 01: Romance Dawn (One Piece, #1)",Paperback,"208650,572105",210,2003,"fantasy,paranormal,comics,graphic,fiction,young-adult"
1890514,7575.0,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Hardcover,221559,217,2007,"children,fiction,young-adult,comics,graphic"
1893463,531.0,The Poisonwood Bible,Hardcover,3541,546,2005,"fiction,history,historical fiction,biography"
1896601,12972.0,Abraham Lincoln: Vampire Hunter,Hardcover,169377,336,2010,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,young-adult"
1898297,17225.0,I Am America,Hardcover,"6649,3117431,6648,3117430,3605493,7074503,7074504,1979088,704090,206247,7074501,7074502,4770274,6558048",230,2007,"non-fiction,fiction,history,historical fiction,biography"
1899154,14845.0,The Best of Me,Hardcover,2345,292,2011,"romance,fiction,young-adult"
1901438,60738.0,الرحيق المختوم,ebook,1280155,498,2005,"history,historical fiction,biography,non-fiction"
1902840,636.0,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Hardcover,788461,280,2008,non-fiction
1903145,1201.0,"Little Women (Little Women, #1)",Paperback,1315,449,2004,"fiction,history,historical fiction,biography,young-adult,romance,children"
1905012,23369.0,أولاد حارتنا,Paperback,"5835922,4273240",600,2006,"fiction,history,historical fiction,biography"
1905376,48730.0,"Keys to the Demon Prison (Fablehaven, #5)",Hardcover,25052,593,2010,"fantasy,paranormal,fiction,children,young-adult,mystery,thriller,crime,romance"
1906442,14457.0,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",Paperback,"11047,2586822",187,2003,"fantasy,paranormal,comics,graphic,young-adult,fiction,children,romance"
1908556,27786.0,الخيميائي,Paperback,"566,1986561,2898684",192,2010,"fiction,fantasy,paranormal,history,historical fiction,biography,young-adult,non-fiction,romance"
1909074,12982.0,Crime and Punishment,Paperback,"3137322,10837",671,2002,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1909725,29086.0,"Through the Ever Night (Under the Never Sky, #2)",Hardcover,4637369,341,2013,"young-adult,romance,fantasy,paranormal,fiction"
1911368,1611.0,"City of Bones (The Mortal Instruments, #1)",Hardcover,150038,485,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1912753,348803.0,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,Unknown Binding,"156342,156342",12,2010,"fantasy,paranormal,children,young-adult,non-fiction,fiction"
1913105,7888.0,A Painted House,Paperback,721,384,2004,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1913108,13563.0,"Dragonfly in Amber (Outlander, #2)",Paperback,"3617,920654,15053448",743,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1913257,71218.0,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Hardcover,2960,392,2007,non-fiction
1914444,20531.0,Sh*t My Dad Says,Hardcover,3406353,159,2010,"non-fiction,history,historical fiction,biography,fiction"
1915940,2513.0,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Kindle Edition,3433047,626,2016,"fantasy,paranormal,romance,young-adult,fiction"
1918426,6401.0,"Lover Revealed (Black Dagger Brotherhood, #4)",Mass Market Paperback,20248,455,2007,"fantasy,paranormal,romance,fiction"
1918427,6398.0,"Dark Lover (Black Dagger Brotherhood, #1)",Mass Market Paperback,20248,393,2005,"romance,fantasy,paranormal,fiction"
1921225,35724.0,Master of the Game,Paperback,9068,489,1993,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography,non-fiction"
1921753,13333.0,The Awakening,Paperback,5132,195,2006,"fiction,history,historical fiction,biography,romance,young-adult"
1921787,124.0,"Harry Potter and the Cursed Child (Harry Potter, #8)",Kindle Edition,"5042201,3439408,1077326",320,2016,"fantasy,paranormal,fiction,young-adult,children,mystery,thriller,crime"
1922862,8381.0,Let's Pretend This Never Happened: A Mostly True Memoir,Hardcover,5272674,318,2012,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1923214,651.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Paperback,21559,368,2005,"non-fiction,history,historical fiction,biography"
1923337,35725.0,"Revolution 2020: Love, Corruption, Ambition",Paperback,61124,296,2011,"fiction,romance,young-adult,non-fiction"
1923983,13295.0,The Martian,Hardcover,6540057,369,2014,"mystery,thriller,crime,fantasy,paranormal,fiction"
1924383,8462.0,On Writing: A Memoir of the Craft,Mass Market Paperback,3389,320,2002,"non-fiction,history,historical fiction,biography,fiction"
1924636,19959.0,"The Horse and His Boy (Chronicles of Narnia, #5)",Paperback,1069006,224,1995,"fantasy,paranormal,fiction,young-adult,children"
1926705,15091.0,Different Seasons,Mass Market Paperback,3389,560,1995,"fiction,mystery,thriller,crime,fantasy,paranormal,history,historical fiction,biography"
1926985,6292.0,"The Reckoning (Darkest Powers, #3)",Mass Market Paperback,7581,391,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1929003,153653.0,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Paperback,24678,224,2002,"non-fiction,fiction"
1931984,567.0,"The Bourne Supremacy (Jason Bourne, #2)",Mass Market Paperback,5293,688,2004,"fiction,mystery,thriller,crime"
1932356,23819.0,ساق البامبو,Paperback,"4603829,8531101",400,2014,fiction
1933950,13338.0,Pretty Girls,Paperback,12504,688,2015,"mystery,thriller,crime,fiction"
1934195,14813.0,Plain Truth,Hardcover,7128,405,2004,"fiction,mystery,thriller,crime,young-adult,history,historical fiction,biography"
1934196,23629.0,Vanishing Acts,Paperback,7128,426,2005,"fiction,mystery,thriller,crime,romance,young-adult"
1934813,7057.0,"Throne of Glass (Throne of Glass, #1)",Hardcover,3433047,404,2012,"young-adult,romance,fantasy,paranormal,mystery,thriller,crime,fiction"
1936203,21415.0,A Piece of Cake,Paperback,114656,472,2007,"non-fiction,history,historical fiction,biography,fiction,mystery,thriller,crime"
1936680,24837.0,ليتها تقرأ,Paperback,3407560,147,2010,"poetry,romance,fiction,non-fiction"
1936853,1523.0,"Grey (Fifty Shades, #4)",Paperback,4725841,576,2015,"romance,fiction"
1938596,7421.0,Much Ado About Nothing,Mass Market Paperback,"947,569383,8140,23663,16347169",246,2004,"fiction,romance,poetry,history,historical fiction,biography"
1939581,1578.0,Jonathan Strange & Mr Norrell,Paperback,8842,1006,2006,"fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime"
1941461,52967.0,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",Hardcover,"941441,4379470",224,2010,"comics,graphic,young-adult,fantasy,paranormal,romance,fiction"
1942263,10297.0,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Hardcover,3095893,339,2014,"young-adult,romance,fiction"
1944801,16140.0,Lock and Key,Hardcover,2987,432,2008,"young-adult,romance,fiction"
1948075,29495.0,Brave New World / Brave New World Revisited,Paperback,"3487,3956",340,2005,"fiction,fantasy,paranormal,non-fiction"
1948097,13562.0,"Drums of Autumn (Outlander, #4)",Paperback,3617,880,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1948100,13567.0,"Voyager (Outlander, #3)",Paperback,3617,870,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1949955,14004.0,"Men Are from Mars, Women Are from Venus",Paperback,848,368,2012,"non-fiction,romance,fiction"
1950067,3304.0,"These Broken Stars (Starbound, #1)",Hardcover,"5360335,4615776",384,2013,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1950628,1606.0,Lolita,Paperback,"5152,45502",331,1995,"fiction,history,historical fiction,biography,romance"
1951095,19456.0,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Hardcover,15872,499,2015,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1952272,228.0,"Zero to One: Notes on Startups, or How to Build the Future",Hardcover,"8474721,8474323",195,2014,non-fiction
1954148,552.0,The Black Swan: The Impact of the Highly Improbable,Hardcover,21559,401,2007,"non-fiction,history,historical fiction,biography,fiction"
1954185,23641.0,The Amazing Book is Not on Fire,Hardcover,"13719119,6993359",224,2015,"non-fiction,history,historical fiction,biography,young-adult"
1954211,1121.0,Bel Canto,Paperback,7136914,352,2005,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
1954503,1577.0,"The Book of Life (All Souls Trilogy, #3)",Hardcover,3849415,561,2014,"fantasy,paranormal,fiction,romance,history,historical fiction,biography,mystery,thriller,crime,young-adult"
1954915,6421.0,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Hardcover,324620,517,2012,"fantasy,paranormal,young-adult,romance,fiction"
1955653,18264.0,"Warm Bodies (Warm Bodies, #1)",Paperback,1302285,240,2010,"fiction,romance,fantasy,paranormal,young-adult,mystery,thriller,crime"
1955931,20872.0,Battlefield of the Mind: Winning the Battle in Your Mind,Paperback,8352,288,2002,non-fiction
1956503,6482.0,"The Golden Lily (Bloodlines, #2)",Hardcover,137902,418,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1956506,6481.0,"The Indigo Spell (Bloodlines, #3)",Hardcover,137902,401,2013,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1956507,6915.0,"Bloodlines (Bloodlines, #1)",Hardcover,137902,421,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1958606,547.0,Brave New World,Paperback,3487,268,1998,"fiction,fantasy,paranormal,young-adult"
1960245,14026.0,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Paperback,6412,240,2003,"fantasy,paranormal,children,fiction,young-adult"
1960305,13550.0,The Time Traveler's Wife,ebook,498072,500,2013,"fiction,romance,fantasy,paranormal,history,historical fiction,biography"
1960855,270.0,"Catching Fire (The Hunger Games, #2)",Kindle Edition,153394,403,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1961947,28544.0,The Complete Poems of Emily Dickinson,Paperback,"7440,62538",716,1976,"poetry,fiction,non-fiction,romance"
1962104,1502.0,Salt to the Sea,Hardcover,3407448,393,2016,"fiction,history,historical fiction,biography,young-adult,romance"
1962359,24234.0,The Girl Who Saved the King of Sweden,Paperback,"3222554,4176518",419,2014,"fiction,history,historical fiction,biography"
1966103,19965.0,"The Silver Chair (Chronicles of Narnia, #4)",Paperback,"1069006,25523",243,2008,"fantasy,paranormal,fiction,young-adult,children"
1967684,197.0,The Girl on the Train,Hardcover,1063732,323,2015,"mystery,thriller,crime,fiction"
1967746,5239.0,"Cinder (The Lunar Chronicles, #1)",Hardcover,4684322,390,2012,"young-adult,fantasy,paranormal,fiction,romance"
1968743,18927.0,Sushi for Beginners,Paperback,6104,448,2008,"fiction,romance"
1969372,1450.0,The Light Between Oceans,Hardcover,5755257,343,2012,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1970724,683.0,Benjamin Franklin: An American Life,Paperback,7111,493,2004,"history,historical fiction,biography,non-fiction,comics,graphic,fiction"
1972144,30164.0,"Nana, Vol. 1 (Nana, #1)",Paperback,2881050,192,2005,"romance,comics,graphic,fiction,young-adult"
1973035,646.0,"The Color of Magic (Discworld, #1; Rincewind #1)",Hardcover,1654,228,2005,"fantasy,paranormal,fiction,comics,graphic,young-adult"
1974276,1473.0,The Fault in Our Stars,Hardcover,1406384,313,2012,"young-adult,fiction,romance"
1976706,6716.0,"Across the Universe (Across the Universe, #1)",Hardcover,4018722,399,2011,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1978978,605.0,The Day of the Jackal,Paperback,36714,384,1982,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1979393,5292.0,"Tiger's Curse (The Tiger Saga, #1)",Hardcover,3097905,403,2011,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1982168,7000.0,"Graceling (Graceling Realm, #1)",Hardcover,1373880,471,2008,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1982311,668.0,"The Return of the King (The Lord of the Rings, #3)",Mass Market Paperback,656983,490,1986,"fantasy,paranormal,fiction,young-adult"
1986481,128.0,Sycamore Row,Hardcover,721,447,2013,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1988830,21049.0,The Grapes of Wrath,Hardcover,585,479,2014,"fiction,history,historical fiction,biography,young-adult"
1989134,6338.0,"Champion (Legend, #3)",Hardcover,4342215,369,2013,"young-adult,romance,fiction,fantasy,paranormal,mystery,thriller,crime"
1989238,131537.0,28 حرف,Paperback,5754828,152,2012,"non-fiction,comics,graphic"
1990180,1280.0,Hotel on the Corner of Bitter and Sweet,Hardcover,1421619,290,2009,"fiction,history,historical fiction,biography,romance,young-adult"
1990459,24687.0,The Red and the Black,Paperback,"1481537,122149",608,2002,"fiction,history,historical fiction,biography,romance"
1990708,19484.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Hardcover,4600197,395,2015,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1995560,46630.0,Trump: The Art of the Deal,Paperback,"676,21091",384,2004,"non-fiction,history,historical fiction,biography,comics,graphic"
1995892,1050.0,Divine Secrets of the Ya-Ya Sisterhood,Paperback,3489,383,2004,"fiction,history,historical fiction,biography,young-adult,romance"
1997481,19072.0,Alice in Wonderland,Hardcover,"34933,8164,28120",92,2004,"fantasy,paranormal,fiction,children,young-adult"
1997791,8126.0,Gone Girl,Mass Market Paperback,2383,555,2014,"mystery,thriller,crime,fiction,romance"
1998380,18767.0,The Sandman: Overture,Hardcover,"1221698,884135,18833,321799",224,2015,"comics,graphic,fantasy,paranormal,fiction"
1999046,18832.0,Disgrace,Paperback,4128,220,2005,"fiction,history,historical fiction,biography,romance"
1999440,30032.0,Love & Misadventure,Paperback,7012565,176,2013,"poetry,romance,young-adult,non-fiction,fiction"
2000463,7378.0,"Fables, Vol. 1: Legends in Exile",Paperback,"12444,171691,74339,180972,92148",128,2002,"comics,graphic,fantasy,paranormal,fiction,mystery,thriller,crime,young-adult"
2000675,19482.0,My Heart and Other Black Holes,Kindle Edition,7224009,302,2015,"young-adult,romance,fiction"
2002564,1260.0,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Hardcover,21246,301,2009,"non-fiction,history,historical fiction,biography"
2003209,23362.0,محال,Paperback,"1503841,3318236",244,2013,"fiction,romance"
2003737,52036.0,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",Paperback,105508,336,2008,"history,historical fiction,biography,non-fiction"
2007762,7365.0,"Red Dragon (Hannibal Lecter, #1)",Hardcover,12455,348,2000,"fiction,mystery,thriller,crime"
2013824,1320.0,Fates and Furies,Hardcover,690619,390,2015,"fiction,romance"
2014962,15333.0,The Poetry of Robert Frost,Paperback,"7715,55099",607,1979,"poetry,fiction,non-fiction"
2016758,1008.0,White Oleander,Paperback,3540,446,2001,"fiction,young-adult,mystery,thriller,crime"
2017340,7152.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Paperback,16807,200,2005,"comics,graphic,fiction,young-adult,fantasy,paranormal,romance"
2017795,42017.0,1984,Kindle Edition,3706,198,2013,"fiction,fantasy,paranormal,young-adult"
2018542,25462.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Hardcover,7890536,256,2014,"non-fiction,history,historical fiction,biography"
2019418,102489.0,Leading Change,Audiobook,26977,208,1996,non-fiction
2021297,18596.0,Every Last Word,Hardcover,4792225,368,2015,"young-adult,romance,fiction,poetry"
2021969,26424.0,The World of the Hunger Games,Hardcover,13599,192,2012,"young-adult,fantasy,paranormal,non-fiction,fiction,romance"
2022148,3640.0,The Shining,Paperback,3389,447,1980,"fiction,fantasy,paranormal,mystery,thriller,crime"
2027180,20968.0,The Choice,Hardcover,2345,272,2007,"romance,fiction,young-adult"
2029108,48209.0,The Book of Mormon: Another Testament of Jesus Christ,Paperback,"5158478,3009967",531,2013,"non-fiction,history,historical fiction,biography,fiction,fantasy,paranormal"
2032350,14948.0,"The Eternity Code (Artemis Fowl, #3)",Paperback,10896,352,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
2032482,180679.0,Supernova: Petir,Paperback,164478,201,2004,"fiction,fantasy,paranormal,romance,mystery,thriller,crime,young-adult"
2033631,14944.0,"Dragon Rider (Dragon Rider, #1)",Paperback,15873,527,2005,"fantasy,paranormal,young-adult,fiction,children"
2035412,12873.0,"Passion (Fallen, #3)",Hardcover,2905297,420,2011,"young-adult,fantasy,paranormal,romance,fiction"
