,book_id,title,format,authors,size,publicationYear,genres
1843377,4497.0,"The Warrior Heir (The Heir Chronicles, #1)",Paperback,125308,426,2007,"fantasy,paranormal,young-adult,fiction,romance"
1845840,8409.0,The Amityville Horror,Mass Market Paperback,106463,315,1978,"fiction,non-fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography"
1848860,8183.0,"The Deep End of the Ocean (Cappadora Family, #1)",Paperback,3504,464,1999,"fiction,mystery,thriller,crime"
1848866,15477.0,Where the Heart Is,Paperback,3510,376,1998,"fiction,romance,young-adult"
1851097,453.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Hardcover,5869,448,2011,"history,historical fiction,biography,non-fiction,fiction,mystery,thriller,crime"
1855631,1528.0,Fahrenheit 451,Hardcover,1630,227,2013,"fiction,fantasy,paranormal,young-adult"
1863858,1448.0,Life After Life,Hardcover,10015,531,2013,"fiction,history,historical fiction,biography,fantasy,paranormal"
1864547,18744.0,The Sense of an Ending,Hardcover,1462,150,2011,"fiction,mystery,thriller,crime"
1864880,29906.0,The Princess Saves Herself in this One,Paperback,15225448,156,2016,"poetry,non-fiction,fiction,young-adult,romance"
1865998,68446.0,"Hades (Halo, #2)",Hardcover,696372,425,2011,"young-adult,fantasy,paranormal,romance,fiction"
1867204,13380.0,Daughter of Fortune,Paperback,"2238,30209",432,2006,"fiction,history,historical fiction,biography,romance"
1867352,14949.0,"The Time Paradox (Artemis Fowl, #6)",Hardcover,10896,391,2008,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1869273,21234.0,"The Tombs of Atuan (Earthsea Cycle, #2)",Mass Market Paperback,874602,180,2001,"fantasy,paranormal,fiction,young-adult,children"
1869276,21233.0,"The Farthest Shore (Earthsea Cycle, #3)",Paperback,874602,259,2004,"fantasy,paranormal,fiction,young-adult,children"
1872647,1211.0,Water for Elephants,Paperback,24556,335,2007,"fiction,history,historical fiction,biography,romance,young-adult"
1873081,12892.0,"Mary Poppins (Mary Poppins, #1)",Hardcover,"6872556,915108",209,2006,"fantasy,paranormal,children,fiction,young-adult,history,historical fiction,biography"
1873529,7890.0,The Racketeer,Hardcover,721,340,2012,"fiction,mystery,thriller,crime"
1873954,20534.0,"Roll of Thunder, Hear My Cry (Logans, #4)",Paperback,26946,288,1991,"fiction,history,historical fiction,biography,young-adult,children"
1875676,14648.0,Wild: From Lost to Found on the Pacific Crest Trail,Hardcover,155717,315,2012,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1876023,16268.0,"The Field Guide (The Spiderwick Chronicles, #1)",Hardcover,"25422,25421",112,2003,"fantasy,paranormal,children,fiction,young-adult,mystery,thriller,crime"
1876478,5422.0,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Hardcover,3433047,416,2015,"fantasy,paranormal,young-adult,romance,fiction"
1877727,62407.0,Shakespeare's Romeo and Juliet,Hardcover,"2059918,132078",80,2003,"fiction,romance,poetry,children,history,historical fiction,biography,young-adult"
1878688,19044.0,Go the Fuck to Sleep,Hardcover,"17595,4899611",32,2011,"fiction,children,poetry,non-fiction,comics,graphic,young-adult"
1880077,6786.0,"Max (Maximum Ride, #5)",Hardcover,3780,309,2009,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime,children"
1881219,16274.0,Stellaluna,Hardcover,54711,48,1993,"children,fiction,fantasy,paranormal,young-adult"
1881762,8380.0,"The Alienist (Dr. Laszlo Kreizler, #1)",Paperback,27779,498,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1883048,8399.0,Night Shift,Paperback,"3389,24690",409,1979,"fiction,mystery,thriller,crime,fantasy,paranormal"
1883049,13509.0,Christine,Paperback,"3389,5118071",411,2001,"mystery,thriller,crime,fiction,fantasy,paranormal"
1883128,14867.0,Handle with Care,Hardcover,7128,453,2009,"fiction,young-adult"
1883524,19982.0,The Gift of the Magi,Hardcover,"8993,34636",32,2006,"fiction,romance,young-adult,children,history,historical fiction,biography,fantasy,paranormal"
1884948,18797.0,Pippi Longstocking,Mass Market Paperback,"410653,2080877,691655",160,2005,"children,fiction,young-adult,fantasy,paranormal"
1885763,8413.0,"The Good Earth (House of Earth, #1)",Paperback,704,418,2009,"fiction,history,historical fiction,biography,young-adult"
1886654,21895.0,"Of Poseidon (The Syrena Legacy, #1)",Hardcover,504038,324,2012,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1889734,24324.0,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",Mass Market Paperback,106,256,1979,"fantasy,paranormal,young-adult,fiction,children"
1889735,19071.0,The Jungle Book,Paperback,6989,277,1992,"fiction,children,fantasy,paranormal,young-adult,history,historical fiction,biography"
1890022,63005.0,"One Piece, Volume 01: Romance Dawn (One Piece, #1)",Paperback,"208650,572105",210,2003,"fantasy,paranormal,comics,graphic,fiction,young-adult"
1890514,7575.0,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Hardcover,221559,217,2007,"children,fiction,young-adult,comics,graphic"
1893463,531.0,The Poisonwood Bible,Hardcover,3541,546,2005,"fiction,history,historical fiction,biography"
1896601,12972.0,Abraham Lincoln: Vampire Hunter,Hardcover,169377,336,2010,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime,young-adult"
1898297,17225.0,I Am America,Hardcover,"6649,3117431,6648,3117430,3605493,7074503,7074504,1979088,704090,206247,7074501,7074502,4770274,6558048",230,2007,"non-fiction,fiction,history,historical fiction,biography"
1899154,14845.0,The Best of Me,Hardcover,2345,292,2011,"romance,fiction,young-adult"
1902840,636.0,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Hardcover,788461,280,2008,non-fiction
1903145,1201.0,"Little Women (Little Women, #1)",Paperback,1315,449,2004,"fiction,history,historical fiction,biography,young-adult,romance,children"
1905376,48730.0,"Keys to the Demon Prison (Fablehaven, #5)",Hardcover,25052,593,2010,"fantasy,paranormal,fiction,children,young-adult,mystery,thriller,crime,romance"
1906442,14457.0,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",Paperback,"11047,2586822",187,2003,"fantasy,paranormal,comics,graphic,young-adult,fiction,children,romance"
1909074,12982.0,Crime and Punishment,Paperback,"3137322,10837",671,2002,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1909725,29086.0,"Through the Ever Night (Under the Never Sky, #2)",Hardcover,4637369,341,2013,"young-adult,romance,fantasy,paranormal,fiction"
1911368,1611.0,"City of Bones (The Mortal Instruments, #1)",Hardcover,150038,485,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1912753,348803.0,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,Unknown Binding,"156342,156342",12,2010,"fantasy,paranormal,children,young-adult,non-fiction,fiction"
1913108,13563.0,"Dragonfly in Amber (Outlander, #2)",Paperback,"3617,920654,15053448",743,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1914444,20531.0,Sh*t My Dad Says,Hardcover,3406353,159,2010,"non-fiction,history,historical fiction,biography,fiction"
1914864,40059.0,"Terrier (Beka Cooper, #1)",Hardcover,8596,584,2006,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,romance,children,history,historical fiction,biography"
1915940,2513.0,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Kindle Edition,3433047,626,2016,"fantasy,paranormal,romance,young-adult,fiction"
1918427,6398.0,"Dark Lover (Black Dagger Brotherhood, #1)",Mass Market Paperback,20248,393,2005,"romance,fantasy,paranormal,fiction"
1918715,40207.0,"Miss Nelson Is Missing! (Miss Nelson, #1)",Paperback,"66186,27881",32,1985,"children,fiction,mystery,thriller,crime,young-adult"
1921225,35724.0,Master of the Game,Paperback,9068,489,1993,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography,non-fiction"
1921753,13333.0,The Awakening,Paperback,5132,195,2006,"fiction,history,historical fiction,biography,romance,young-adult"
1922300,7018.0,"Outpost (Razorland, #2)",Hardcover,835348,317,2012,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1922862,8381.0,Let's Pretend This Never Happened: A Mostly True Memoir,Hardcover,5272674,318,2012,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1923337,35725.0,"Revolution 2020: Love, Corruption, Ambition",Paperback,61124,296,2011,"fiction,romance,young-adult,non-fiction"
1923983,13295.0,The Martian,Hardcover,6540057,369,2014,"mystery,thriller,crime,fantasy,paranormal,fiction"
1924383,8462.0,On Writing: A Memoir of the Craft,Mass Market Paperback,3389,320,2002,"non-fiction,history,historical fiction,biography,fiction"
1924636,19959.0,"The Horse and His Boy (Chronicles of Narnia, #5)",Paperback,1069006,224,1995,"fantasy,paranormal,fiction,young-adult,children"
1926705,15091.0,Different Seasons,Mass Market Paperback,3389,560,1995,"fiction,mystery,thriller,crime,fantasy,paranormal,history,historical fiction,biography"
1926985,6292.0,"The Reckoning (Darkest Powers, #3)",Mass Market Paperback,7581,391,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1927447,168713.0,Paradise,Paperback,44089,256,1995,"fiction,history,historical fiction,biography"
1931984,567.0,"The Bourne Supremacy (Jason Bourne, #2)",Mass Market Paperback,5293,688,2004,"fiction,mystery,thriller,crime"
1933950,13338.0,Pretty Girls,Paperback,12504,688,2015,"mystery,thriller,crime,fiction"
1934195,14813.0,Plain Truth,Hardcover,7128,405,2004,"fiction,mystery,thriller,crime,young-adult,history,historical fiction,biography"
1934196,23629.0,Vanishing Acts,Paperback,7128,426,2005,"fiction,mystery,thriller,crime,romance,young-adult"
1934737,294.0,Infinite Jest,Paperback,4339,1088,2005,"fiction,non-fiction"
1934813,7057.0,"Throne of Glass (Throne of Glass, #1)",Hardcover,3433047,404,2012,"young-adult,romance,fantasy,paranormal,mystery,thriller,crime,fiction"
1936853,1523.0,"Grey (Fifty Shades, #4)",Paperback,4725841,576,2015,"romance,fiction"
1938596,7421.0,Much Ado About Nothing,Mass Market Paperback,"947,569383,8140,23663,16347169",246,2004,"fiction,romance,poetry,history,historical fiction,biography"
1939581,1578.0,Jonathan Strange & Mr Norrell,Paperback,8842,1006,2006,"fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime"
1941461,52967.0,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",Hardcover,"941441,4379470",224,2010,"comics,graphic,young-adult,fantasy,paranormal,romance,fiction"
1942263,10297.0,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Hardcover,3095893,339,2014,"young-adult,romance,fiction"
1943375,6645.0,"Half-Blood (Covenant, #1)",Paperback,4476934,281,2011,"young-adult,fantasy,paranormal,romance,fiction"
1944801,16140.0,Lock and Key,Hardcover,2987,432,2008,"young-adult,romance,fiction"
1945915,21803.0,"The Demigod Diaries (The Heroes of Olympus, #2.5)",Hardcover,"15872,13673487",244,2012,"fantasy,paranormal,young-adult,fiction,children,romance"
1948075,29495.0,Brave New World / Brave New World Revisited,Paperback,"3487,3956",340,2005,"fiction,fantasy,paranormal,non-fiction"
1948097,13562.0,"Drums of Autumn (Outlander, #4)",Paperback,3617,880,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1948100,13567.0,"Voyager (Outlander, #3)",Paperback,3617,870,2001,"fiction,history,historical fiction,biography,romance,fantasy,paranormal"
1949955,14004.0,"Men Are from Mars, Women Are from Venus",Paperback,848,368,2012,"non-fiction,romance,fiction"
1950067,3304.0,"These Broken Stars (Starbound, #1)",Hardcover,"5360335,4615776",384,2013,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1950628,1606.0,Lolita,Paperback,"5152,45502",331,1995,"fiction,history,historical fiction,biography,romance"
1951095,19456.0,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Hardcover,15872,499,2015,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1952909,118367.0,"A Game of Thrones: Comic Book, Issue 1",Comic Book,"13557729,346732,2924855",34,2011,"fantasy,paranormal,comics,graphic,fiction,history,historical fiction,biography,mystery,thriller,crime,romance,young-adult"
1954211,1121.0,Bel Canto,Paperback,7136914,352,2005,"fiction,romance,history,historical fiction,biography,mystery,thriller,crime"
1954915,6421.0,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Hardcover,324620,517,2012,"fantasy,paranormal,young-adult,romance,fiction"
1955653,18264.0,"Warm Bodies (Warm Bodies, #1)",Paperback,1302285,240,2010,"fiction,romance,fantasy,paranormal,young-adult,mystery,thriller,crime"
1956501,6478.0,"The Ruby Circle (Bloodlines, #6)",Hardcover,137902,348,2015,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1956503,6482.0,"The Golden Lily (Bloodlines, #2)",Hardcover,137902,418,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1956506,6481.0,"The Indigo Spell (Bloodlines, #3)",Hardcover,137902,401,2013,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1956507,6915.0,"Bloodlines (Bloodlines, #1)",Hardcover,137902,421,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1958191,7532.0,"The Iron Trial (Magisterium, #1)",Hardcover,"25422,150038",295,2014,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1958606,547.0,Brave New World,Paperback,3487,268,1998,"fiction,fantasy,paranormal,young-adult"
1960245,14026.0,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Paperback,6412,240,2003,"fantasy,paranormal,children,fiction,young-adult"
1960305,13550.0,The Time Traveler's Wife,ebook,498072,500,2013,"fiction,romance,fantasy,paranormal,history,historical fiction,biography"
1960855,270.0,"Catching Fire (The Hunger Games, #2)",Kindle Edition,153394,403,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1961419,1819.0,"A Thousand Pieces of You (Firebird, #1)",Hardcover,1192311,368,2014,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime,history,historical fiction,biography"
1961947,28544.0,The Complete Poems of Emily Dickinson,Paperback,"7440,62538",716,1976,"poetry,fiction,non-fiction,romance"
1962104,1502.0,Salt to the Sea,Hardcover,3407448,393,2016,"fiction,history,historical fiction,biography,young-adult,romance"
1966103,19965.0,"The Silver Chair (Chronicles of Narnia, #4)",Paperback,"1069006,25523",243,2008,"fantasy,paranormal,fiction,young-adult,children"
1967684,197.0,The Girl on the Train,Hardcover,1063732,323,2015,"mystery,thriller,crime,fiction"
1967746,5239.0,"Cinder (The Lunar Chronicles, #1)",Hardcover,4684322,390,2012,"young-adult,fantasy,paranormal,fiction,romance"
1968743,18927.0,Sushi for Beginners,Paperback,6104,448,2008,"fiction,romance"
1969372,1450.0,The Light Between Oceans,Hardcover,5755257,343,2012,"fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1973035,646.0,"The Color of Magic (Discworld, #1; Rincewind #1)",Hardcover,1654,228,2005,"fantasy,paranormal,fiction,comics,graphic,young-adult"
1974123,5987.0,"Goddess Interrupted (Goddess Test, #2)",Paperback,767317,305,2012,"young-adult,fantasy,paranormal,romance,fiction"
1974276,1473.0,The Fault in Our Stars,Hardcover,1406384,313,2012,"young-adult,fiction,romance"
1975209,865.0,"The Complete Sherlock Holmes, Volume I",Paperback,"2448,3127605",709,2003,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1976706,6716.0,"Across the Universe (Across the Universe, #1)",Hardcover,4018722,399,2011,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
1978978,605.0,The Day of the Jackal,Paperback,36714,384,1982,"fiction,mystery,thriller,crime,history,historical fiction,biography"
1979393,5292.0,"Tiger's Curse (The Tiger Saga, #1)",Hardcover,3097905,403,2011,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1982168,7000.0,"Graceling (Graceling Realm, #1)",Hardcover,1373880,471,2008,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
1982311,668.0,"The Return of the King (The Lord of the Rings, #3)",Mass Market Paperback,656983,490,1986,"fantasy,paranormal,fiction,young-adult"
1983222,21138.0,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,Hardcover,1077326,240,2001,"fantasy,paranormal,fiction,young-adult,children"
1984148,6538.0,"Carpe Corpus (The Morganville Vampires, #6)",Mass Market Paperback,15292,241,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1988830,21049.0,The Grapes of Wrath,Hardcover,585,479,2014,"fiction,history,historical fiction,biography,young-adult"
1989134,6338.0,"Champion (Legend, #3)",Hardcover,4342215,369,2013,"young-adult,romance,fiction,fantasy,paranormal,mystery,thriller,crime"
1990180,1280.0,Hotel on the Corner of Bitter and Sweet,Hardcover,1421619,290,2009,"fiction,history,historical fiction,biography,romance,young-adult"
1990459,24687.0,The Red and the Black,Paperback,"1481537,122149",608,2002,"fiction,history,historical fiction,biography,romance"
1990708,19484.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Hardcover,4600197,395,2015,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1995067,47103.0,"A Long Way from Chicago (A Long Way from Chicago, #1)",Paperback,22414,160,2004,"fiction,history,historical fiction,biography,young-adult,children"
1995892,1050.0,Divine Secrets of the Ya-Ya Sisterhood,Paperback,3489,383,2004,"fiction,history,historical fiction,biography,young-adult,romance"
1997481,19072.0,Alice in Wonderland,Hardcover,"34933,8164,28120",92,2004,"fantasy,paranormal,fiction,children,young-adult"
1997791,8126.0,Gone Girl,Mass Market Paperback,2383,555,2014,"mystery,thriller,crime,fiction,romance"
1999440,30032.0,Love & Misadventure,Paperback,7012565,176,2013,"poetry,romance,young-adult,non-fiction,fiction"
1999873,53591.0,Nutshell,Hardcover,2408,208,2016,"fiction,mystery,thriller,crime,fantasy,paranormal"
2000463,7378.0,"Fables, Vol. 1: Legends in Exile",Paperback,"12444,171691,74339,180972,92148",128,2002,"comics,graphic,fantasy,paranormal,fiction,mystery,thriller,crime,young-adult"
2000675,19482.0,My Heart and Other Black Holes,Kindle Edition,7224009,302,2015,"young-adult,romance,fiction"
2002564,1260.0,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Hardcover,21246,301,2009,"non-fiction,history,historical fiction,biography"
2007249,48042.0,Little Women,Hardcover,1315,388,1987,"fiction,history,historical fiction,biography,young-adult,romance,children"
2007762,7365.0,"Red Dragon (Hannibal Lecter, #1)",Hardcover,12455,348,2000,"fiction,mystery,thriller,crime"
2013824,1320.0,Fates and Furies,Hardcover,690619,390,2015,"fiction,romance"
2014962,15333.0,The Poetry of Robert Frost,Paperback,"7715,55099",607,1979,"poetry,fiction,non-fiction"
2016758,1008.0,White Oleander,Paperback,3540,446,2001,"fiction,young-adult,mystery,thriller,crime"
2017340,7152.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Paperback,16807,200,2005,"comics,graphic,fiction,young-adult,fantasy,paranormal,romance"
2019469,14950.0,"Gregor the Overlander (Underland Chronicles, #1)",Paperback,153394,326,2005,"fantasy,paranormal,fiction,children,young-adult,mystery,thriller,crime"
2021969,26424.0,The World of the Hunger Games,Hardcover,13599,192,2012,"young-adult,fantasy,paranormal,non-fiction,fiction,romance"
2022148,3640.0,The Shining,Paperback,3389,447,1980,"fiction,fantasy,paranormal,mystery,thriller,crime"
2022611,6717.0,"A Million Suns (Across the Universe, #2)",Hardcover,4018722,386,2012,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
2027180,20968.0,The Choice,Hardcover,2345,272,2007,"romance,fiction,young-adult"
2029108,48209.0,The Book of Mormon: Another Testament of Jesus Christ,Paperback,"5158478,3009967",531,2013,"non-fiction,history,historical fiction,biography,fiction,fantasy,paranormal"
2032350,14948.0,"The Eternity Code (Artemis Fowl, #3)",Paperback,10896,352,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
2033631,14944.0,"Dragon Rider (Dragon Rider, #1)",Paperback,15873,527,2005,"fantasy,paranormal,young-adult,fiction,children"
2033941,1075.0,The Tiger's Wife,Hardcover,4937879,338,2011,"fiction,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime"
2035412,12873.0,"Passion (Fallen, #3)",Hardcover,2905297,420,2011,"young-adult,fantasy,paranormal,romance,fiction"
2035417,1097.0,The Elegance of the Hedgehog,Paperback,"643126,460447",325,2008,"fiction,young-adult"
2035554,52163.0,"The Emperor's Code (The 39 Clues, #8)",Hardcover,2130,190,2010,"young-adult,mystery,thriller,crime,children,fiction,fantasy,paranormal,history,historical fiction,biography"
2035995,1559.0,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Hardcover,"7064545,241896",327,2013,"non-fiction,history,historical fiction,biography,young-adult,comics,graphic"
2037647,849.0,Fear and Loathing in Las Vegas,Paperback,"5237,14623",204,1998,"fiction,non-fiction,history,historical fiction,biography,comics,graphic"
2038285,20794.0,Ivanhoe,Paperback,4345,544,2000,"fiction,history,historical fiction,biography,romance,fantasy,paranormal,young-adult"
2040855,940.0,"Hatchet (Brian's Saga, #1)",Hardcover,18,208,2000,"young-adult,fiction,children"
2042437,6821.0,"The Iron Daughter (The Iron Fey, #2)",Paperback,2995873,359,2010,"fantasy,paranormal,young-adult,romance,fiction"
2045015,39763.0,The Story of My Life,Paperback,7275,240,1990,"non-fiction,history,historical fiction,biography,comics,graphic,young-adult,children,fiction"
2046195,7318.0,The Glass Menagerie,Paperback,7751,104,1999,"fiction,history,historical fiction,biography,romance,poetry"
2046645,8433.0,"Interview with the Vampire (The Vampire Chronicles, #1)",Mass Market Paperback,7577,342,2004,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
2047189,12851.0,Station Eleven,Hardcover,2786093,336,2014,"fiction,fantasy,paranormal,young-adult"
2047774,993.0,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Paperback,"7025,6543253",409,2000,"fantasy,paranormal,fiction,young-adult,romance"
2050235,18883.0,"Children of the Mind (Ender's Saga, #4)",Paperback,589,370,2002,"fiction,fantasy,paranormal,young-adult"
2051604,6535.0,"Kiss of Death (The Morganville Vampires, #8)",Paperback,"15292,1222197",246,2010,"young-adult,fantasy,paranormal,romance,fiction"
2052482,19854.0,Frida: A Biography of Frida Kahlo,Paperback,8262,528,2002,"history,historical fiction,biography,non-fiction,comics,graphic,romance"
2056990,23824.0,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",Paperback,4039811,208,2014,"fiction,young-adult,fantasy,paranormal,romance"
2057363,17044.0,The Girls' Guide to Hunting and Fishing,Paperback,7375,288,2005,"fiction,romance,non-fiction,young-adult"
2057921,7897.0,The Runaway Jury,Paperback,721,358,2006,"fiction,mystery,thriller,crime"
2059092,7467.0,"The Heir (The Selection, #4)",Kindle Edition,2987125,342,2015,"young-adult,romance,fantasy,paranormal,fiction"
2060168,19589.0,"Heist Society (Heist Society, #1)",Hardcover,56224,287,2010,"young-adult,mystery,thriller,crime,romance,fiction"
2060329,1063.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Hardcover,8655,278,2005,"non-fiction,history,historical fiction,biography,young-adult,poetry,comics,graphic,fiction"
2062184,12875.0,The False Prince (The Ascendance Trilogy #1),Hardcover,3267859,342,2012,"fantasy,paranormal,young-adult,fiction,mystery,thriller,crime,history,historical fiction,biography,children,romance"
2062556,1456.0,"Holes (Holes, #1)",Paperback,6569,233,2000,"young-adult,fiction,children,mystery,thriller,crime,fantasy,paranormal"
2063902,1540.0,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Hardcover,3046613,464,2015,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,mystery,thriller,crime,romance,children"
2063918,1959.0,"Golden Son (Red Rising, #2)",ebook,6474348,430,2015,"fiction,fantasy,paranormal,young-adult,romance,mystery,thriller,crime"
2064631,19431.0,"Illuminae (The Illuminae Files, #1)",Hardcover,"5360335,4735144",608,2015,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
2068417,15335.0,Shakespeare's Sonnets,Paperback,"947,139094",488,1997,"poetry,fiction,romance,non-fiction,history,historical fiction,biography"
2069378,875.0,"Xenocide (Ender's Saga, #3)",Mass Market Paperback,589,592,1996,"fiction,fantasy,paranormal,young-adult"
2069990,105.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Hardcover,15109469,272,2016,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
2071334,4844.0,"Stargazer (Evernight, #2)",Hardcover,1192311,329,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
2071420,17061.0,This Side of Paradise,Paperback,3190,288,1998,"fiction,history,historical fiction,biography,children"
2072119,1553.0,"Ruin and Rising (The Grisha, #3)",Hardcover,4575289,422,2014,"fantasy,paranormal,young-adult,romance,fiction"
2073348,13366.0,Landline,Hardcover,4208569,310,2014,"fiction,romance,fantasy,paranormal,young-adult"
2073954,7050.0,"City of Ashes (The Mortal Instruments, #2)",Hardcover,150038,453,2008,"fantasy,paranormal,young-adult,romance,fiction"
2074703,13710.0,Anne Rice's The Vampire Lestat: A Graphic Novel,Paperback,"24648,7577,15087,7457611",404,1991,"fantasy,paranormal,comics,graphic,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
2077043,7338.0,A Light in the Attic,Hardcover,435477,176,2002,"poetry,children,fiction,young-adult,non-fiction,fantasy,paranormal"
2077045,828.0,Where the Sidewalk Ends,Hardcover,435477,176,2002,"poetry,children,fiction,young-adult,fantasy,paranormal,non-fiction"
2080667,14843.0,Lucky,Paperback,316,243,2002,"non-fiction,history,historical fiction,biography,fiction,mystery,thriller,crime,young-adult"
2080707,13430.0,Under the Banner of Heaven: A Story of Violent Faith,Paperback,1235,372,2004,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction"
2081219,18650.0,"Panic (Panic, #1)",Hardcover,2936493,408,2014,"young-adult,mystery,thriller,crime,fiction,romance"
2083376,939.0,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",Paperback,"1077326,2927",870,2004,"fantasy,paranormal,children,fiction,young-adult,mystery,thriller,crime,romance"
2083390,23407.0,If You Could See Me Now,Paperback,7116,306,2007,"romance,fiction,fantasy,paranormal,young-adult"
2086553,8001.0,Eleanor & Park,Hardcover,4208569,328,2013,"young-adult,romance,fiction,history,historical fiction,biography"
2087031,12811.0,"The Wide Window (A Series of Unfortunate Events, #3)",Hardcover,"36746,44524",214,2000,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
2087123,8250.0,"Kushiel's Dart (Phèdre's Trilogy, #1)",Paperback,9237,1015,2003,"fantasy,paranormal,romance,fiction,history,historical fiction,biography"
2091231,616.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Hardcover,6356,375,2006,"non-fiction,history,historical fiction,biography,comics,graphic"
2094322,8015.0,Crazy Love: Overwhelmed by a Relentless God,Paperback,"1362751,1399901,235311",187,2008,non-fiction
2094706,1574.0,"The Giver (The Giver, #1)",Paperback,2493,208,2006,"children,fiction,young-adult,fantasy,paranormal"
2095785,7503.0,"Divergent (Divergent, #1)",Hardcover,4039811,487,2011,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
2097825,29306.0,"Through the Looking-Glass, and What Alice Found There",Hardcover,"8164,180439,220245",228,1993,"fantasy,paranormal,fiction,children,young-adult,poetry,history,historical fiction,biography"
2098395,767.0,Great Expectations,Paperback,239579,505,1998,"fiction,history,historical fiction,biography,romance,young-adult"
